Age;Workclass;Education;Marital Status;Occupation;Relationship;Race;Sex;Country;;
37;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
27;Private;9th;Never-married;Craft-repair;Other-relative;White;Male;Mexico;;
54;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;Black;Male;United-States;;
49;Private;9th;Married-spouse-absent;Other-service;Not-in-family;Black;Female;Jamaica;;
54;Private;HS-grad;Separated;Other-service;Unmarried;Black;Female;United-States;;
49;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
20;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;United-States;;
54;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;Black;Male;United-States;;
26;Private;Assoc-acdm;Never-married;Sales;Not-in-family;White;Male;United-States;;
41;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;United-States;;
44;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Female;United-States;;
51;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;China;;
67;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;United-States;;
31;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;;;
52;Private;HS-grad;Divorced;Transport-moving;Unmarried;White;Male;United-States;;
34;Local-gov;HS-grad;Divorced;Protective-serv;Unmarried;White;Male;Portugal;;
39;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
